hand,synonyms,YOUR NAME,1,2,3,4,5,6,7,TARGET ADJECTIVE,ANSWERS
"['Cat_and_Mouse', 'In_The_Doghouse', 'Tarred_and_Feathered', 'Sunflower', 'The_Super_Bowl', 'Spam', 'Car_Horns']","['faded', 'colorless']",,Cat_and_Mouse,In_The_Doghouse,Tarred_and_Feathered,Sunflower,The_Super_Bowl,Spam,Car_Horns,Pale,
"['Bora_Bora', 'Skiing', 'Waxing_The_Floor', 'Cookies', 'Horse_and_Cart', 'Hummingbirds', 'Seashells']","['meaningless', 'absurd', 'foolish']",,Bora_Bora,Skiing,Waxing_The_Floor,Cookies,Horse_and_Cart,Hummingbirds,Seashells,Senseless,
"['Volleyball', 'Florence_Nightengale', 'Thunderstorms', 'Clint_Eastwood', 'Tomato_Soup', 'Neil_Simon', 'High_School_Reunions']","['unhappy', 'gloomy']",,Volleyball,Florence_Nightengale,Thunderstorms,Clint_Eastwood,Tomato_Soup,Neil_Simon,High_School_Reunions,Sad,
"['Junk_Mail', 'Bart_Simpson', 'Lucy_and_Desi', 'James_Bond', 'Pablo_Picasso', 'Eyes', 'Abraham_Lincoln']","['wild', 'natural']",,Junk_Mail,Bart_Simpson,Lucy_and_Desi,James_Bond,Pablo_Picasso,Eyes,Abraham_Lincoln,Untamed,
"['Seashells', 'Hip_Hop', 'Babysitters', 'Red_Raspberries', 'Labor_Unions', 'The_Birds_and_The_Bees', 'Toes']","['dignified', 'extraordinary', 'acclaimed']",,Seashells,Hip_Hop,Babysitters,Red_Raspberries,Labor_Unions,The_Birds_and_The_Bees,Toes,Distinguished,
"['Music', 'My_Job', 'Arsenic_and_Old_Lace', 'Catsup_and_Mustard', 'Spit_and_Polish', 'Backstreet_Boys', 'Snowballs']","['irritable', 'nervous', 'tense']",,Music,My_Job,Arsenic_and_Old_Lace,Catsup_and_Mustard,Spit_and_Polish,Backstreet_Boys,Snowballs,Edgy,
"['Bumper_Stickers', 'Alan_Greenspan', 'Hairballs', 'Las_Vegas', 'My_Mother', 'NASCAR', 'Monitor_and_The_Merrimac']","['trustworthy', 'truthful']",,Bumper_Stickers,Alan_Greenspan,Hairballs,Las_Vegas,My_Mother,NASCAR,Monitor_and_The_Merrimac,Honest,
"['A_Used_Car_Lot', 'Death_and_Taxes', 'Velcro', 'Deer_Hunting', 'Rollerblading', 'Communists', 'Cold_Pizza']","['crazy', 'funny', 'wacky']",,A_Used_Car_Lot,Death_and_Taxes,Velcro,Deer_Hunting,Rollerblading,Communists,Cold_Pizza,Zany,
"['Lucille_Ball', 'Ronald_McDonald', 'Black_Cats', 'My_Past', 'Oatmeal', 'R_and_B', 'Hit_and_Run']","['expert', 'talented']",,Lucille_Ball,Ronald_McDonald,Black_Cats,My_Past,Oatmeal,R_and_B,Hit_and_Run,Skillful,
"['Ferdinand_and_Isabella', 'Ice_Skating', 'Europe', 'Ducks', 'The_Young_and_The_Restless', 'The_Academy_Awards', 'Fireworks']","['lovable', 'charming', 'delightful']",,Ferdinand_and_Isabella,Ice_Skating,Europe,Ducks,The_Young_and_The_Restless,The_Academy_Awards,Fireworks,Adorable,
"['Getting_Mail', 'Pigeons', 'Vietnam,_1968', 'My_Mother', 'Snowboarding', 'Driving_Off_A_Cliff', 'Getting_A_Hug']","['caring', 'unselfish']",,Getting_Mail,Pigeons,"Vietnam,_1968",My_Mother,Snowboarding,Driving_Off_A_Cliff,Getting_A_Hug,Thoughtful,
"['Black_Cats', 'Dirty_Dishes', 'Street_Mimes', 'Knock-Knock_Jokes', 'Wrestling', 'Parachutes', 'Heaven_and_Hell']","['tame', 'mild']",,Black_Cats,Dirty_Dishes,Street_Mimes,Knock-Knock_Jokes,Wrestling,Parachutes,Heaven_and_Hell,Gentle,
"['Blood', 'Rusty_Nails', 'R_and_B', 'United_States', 'Water_Guns', 'Noodles', 'Corned_Beef_and_Cabbage']","['experienced', 'sophisticated', 'materialistic']",,Blood,Rusty_Nails,R_and_B,United_States,Water_Guns,Noodles,Corned_Beef_and_Cabbage,Worldly,
"['The_Mall', 'Gingko_Trees', 'Brothers_and_Sisters', 'Scene_Of_The_Crime', 'Bacon', 'Lizards', 'Jim_Carrey']","['loving', 'tender', 'huggable']",,The_Mall,Gingko_Trees,Brothers_and_Sisters,Scene_Of_The_Crime,Bacon,Lizards,Jim_Carrey,Cuddly,
"['Daytime_TV', 'Food_Poisoning', 'Green_Beans', 'Waxing_The_Floor', 'Riding_A_Bike', 'Eddie_Murphy', 'Macaroni_and_Cheese']","['not', 'light', 'bulky']",,Daytime_TV,Food_Poisoning,Green_Beans,Waxing_The_Floor,Riding_A_Bike,Eddie_Murphy,Macaroni_and_Cheese,Heavy,
"[""Salt_'N_Pepa"", 'Oxygen', 'A_Refrigerator', 'Hospitals', 'Kilts', 'A_High_School_Bathroom', 'My_Refrigerator']","['timeless', 'definitive', 'vintage']",,Salt_'N_Pepa,Oxygen,A_Refrigerator,Hospitals,Kilts,A_High_School_Bathroom,My_Refrigerator,Classic,
"['Apples_and_Oranges', 'Buying_A_House', 'Glaciers', 'Basketball', 'Giant_Squid', 'Whipped_Cream', 'Losing_Your_Job']","['astonishing', 'staggering', 'astounding']",,Apples_and_Oranges,Buying_A_House,Glaciers,Basketball,Giant_Squid,Whipped_Cream,Losing_Your_Job,Stunning,
"['Harrison_Ford', 'Square_Dancing', 'Learning_To_Ski', 'The_Internet', 'Aroma_Therapy', 'Dirty_Socks', 'Poodles']","['world-wide', 'spherical', 'universal']",,Harrison_Ford,Square_Dancing,Learning_To_Ski,The_Internet,Aroma_Therapy,Dirty_Socks,Poodles,Global,
"['Snow', 'Antarctica', 'Bert_and_Ernie', 'Redwood_Forests', 'Little_Brown_Mice', 'Prince_Charming', 'Water_Baloons']","['fascinating', 'exciting']",,Snow,Antarctica,Bert_and_Ernie,Redwood_Forests,Little_Brown_Mice,Prince_Charming,Water_Baloons,Interesting,
"['The_Scarlet_Letter', 'Strawberries', 'Scavenger_Hunt', 'Llamas', 'North_Pole', 'Richard_Simmons', 'The_Vietnam_Memorial']","['frantic', 'headlong', 'reckless']",,The_Scarlet_Letter,Strawberries,Scavenger_Hunt,Llamas,North_Pole,Richard_Simmons,The_Vietnam_Memorial,Desperate,
"['Lemonade', 'Burger_and_Fries', 'Catsup_and_Mustard', 'Haunted_House', 'Dr._Laura', 'Gummi_Bears', 'Reading_A_Book']","['awful', 'dreadful']",,Lemonade,Burger_and_Fries,Catsup_and_Mustard,Haunted_House,Dr._Laura,Gummi_Bears,Reading_A_Book,Terrible,
"['Rednecks', 'Frank_Sinatra', 'Camping', 'Meg_Ryan', 'Painting_A_Fence', 'Diamonds', 'Brad_Pitt']","['hazardous', 'daring', 'speculative']",,Rednecks,Frank_Sinatra,Camping,Meg_Ryan,Painting_A_Fence,Diamonds,Brad_Pitt,Risky,
"['Bingo', 'School_Pictures', 'Flip-Flops', 'Austin_Powers', 'Glass', 'A_Dollar', 'Xena,_Warrior_Princess']","['swift', 'quick', 'rapid']",,Bingo,School_Pictures,Flip-Flops,Austin_Powers,Glass,A_Dollar,"Xena,_Warrior_Princess",Fast,
"['Weapons_Dealers', 'Goats', 'Truth_and_Justice', 'Anthrax', 'Food_and_Shelter', 'Laverne_and_Shirley', 'Africa']","['experienced', 'sophisticated', 'materialistic']",,Weapons_Dealers,Goats,Truth_and_Justice,Anthrax,Food_and_Shelter,Laverne_and_Shirley,Africa,Worldly,
"['Angry_Hornets', 'Basketball', 'Drunk_Drivers', 'Chopsticks', 'Hopscotch', 'Baby_Dolls', 'Terrorist_Attack']","['malicious', 'ill-tempered', 'petty']",,Angry_Hornets,Basketball,Drunk_Drivers,Chopsticks,Hopscotch,Baby_Dolls,Terrorist_Attack,Mean,
"['Microsoft', 'Last_Will_and_Testament', 'Music_Lessons', 'Muhammad_Ali', 'Balloons', 'Ernest_Hemingway', 'Armed_Robbery']","['crispy', 'crackling']",,Microsoft,Last_Will_and_Testament,Music_Lessons,Muhammad_Ali,Balloons,Ernest_Hemingway,Armed_Robbery,Crunchy,
"['Cheese_Sandwich', 'Frank_Sinatra', 'Monster_Trucks', 'Screeching', 'Chat_Rooms', 'Turtles', 'GI_Joe']","['bumpy', 'clumpy']",,Cheese_Sandwich,Frank_Sinatra,Monster_Trucks,Screeching,Chat_Rooms,Turtles,GI_Joe,Lumpy,
"['In_The_Attic', 'Bugs_Bunny', 'Berlin_-_1945', 'The_President', 'Albert_Einstein', 'Babysitters', 'Roman_Numerals']","['convenient', 'available', 'capable']",,In_The_Attic,Bugs_Bunny,Berlin_-_1945,The_President,Albert_Einstein,Babysitters,Roman_Numerals,Handy,
"['Jurassic_Park', 'Basketball', 'Hook_and_Ladder_Trucks', 'Dodo_Birds', 'Water', 'Cheesecake', ""Lenin's_Tomb""]","['bushy', 'stringy']",,Jurassic_Park,Basketball,Hook_and_Ladder_Trucks,Dodo_Birds,Water,Cheesecake,Lenin's_Tomb,Shaggy,
"['Getting_A_Shot', 'Humphrey_Bogart', 'Picking_Your_Nose', 'Carl_Sagan', 'Owls', 'Morticians', 'A_Bull_Fight']","['very', 'good', 'important']",,Getting_A_Shot,Humphrey_Bogart,Picking_Your_Nose,Carl_Sagan,Owls,Morticians,A_Bull_Fight,Great,
"['Here_and_There', 'My_High_School_Prom', 'Neighbors', 'Pizza', 'Commuting', 'The_Zoo', 'Batman']","['accountable', 'obligated', 'mature']",,Here_and_There,My_High_School_Prom,Neighbors,Pizza,Commuting,The_Zoo,Batman,Responsible,
"['Britney_Spears', 'Dance_Class', 'Meg_Ryan', 'Lifeguard', 'Pearl_Earrings', 'Chips_and_Salsa', 'Sparklers']","['tidy', 'orderly', 'cool']",,Britney_Spears,Dance_Class,Meg_Ryan,Lifeguard,Pearl_Earrings,Chips_and_Salsa,Sparklers,Neat,
"['Bee_Stings', 'My_Friends', 'Sunflower', 'Yellowstone_Park', 'Witches', 'Discos', 'Sunken_Ships']","['untamed', 'savage', 'ferocious']",,Bee_Stings,My_Friends,Sunflower,Yellowstone_Park,Witches,Discos,Sunken_Ships,Wild,
"['The_End_Of_The_World', 'Green_Beans', 'Boats', 'Rock_Concerts', 'House_and_Home', 'Clark_Gable', 'Queen_Elizabeth_II']","['chilly', 'hip', 'cold-blooded']",,The_End_Of_The_World,Green_Beans,Boats,Rock_Concerts,House_and_Home,Clark_Gable,Queen_Elizabeth_II,Cool,
"['Tyrannosaurus_Rex', 'Food_Poisoning', 'Peppers', 'The_Green_Bay_Packers', 'Pomp_and_Circumstance', 'Zippers', 'Snips_and_Snails']","['enchanting', 'miraculous', 'marvelous']",,Tyrannosaurus_Rex,Food_Poisoning,Peppers,The_Green_Bay_Packers,Pomp_and_Circumstance,Zippers,Snips_and_Snails,Magical,
"['Learning_To_Ski', 'Thelma_and_Louise', 'A_Ringing_In_My_Ears', 'Normal_Rockwell', 'Steven_Spielberg', 'A_King', 'Mexico']","['hurtful', 'agonizing', 'unbearable']",,Learning_To_Ski,Thelma_and_Louise,A_Ringing_In_My_Ears,Normal_Rockwell,Steven_Spielberg,A_King,Mexico,Painful,
"['Having_A_Baby', 'My_Room', 'Yin_and_Yang', 'Bears', 'A_Spare_Tire', 'X-Ray_Vision', 'Babysitters']","['peaceful', 'tranquil', 'placid']",,Having_A_Baby,My_Room,Yin_and_Yang,Bears,A_Spare_Tire,X-Ray_Vision,Babysitters,Calm,
"['Richard_Simmons', 'Cupcakes', 'Snow', 'Captain_Kirk', 'Sleepovers', 'A_Movie_Theater', 'Noisy_Neighbors']","['gummy', 'rubbery', 'stringy']",,Richard_Simmons,Cupcakes,Snow,Captain_Kirk,Sleepovers,A_Movie_Theater,Noisy_Neighbors,Chewy,
"['Tents', 'Black_Cats', 'X-Ray_Vision', 'Go_Karts', 'Chocolate_Milk', 'The_Police', 'Shopping']","['humourous', 'peculiar', 'fanciful']",,Tents,Black_Cats,X-Ray_Vision,Go_Karts,Chocolate_Milk,The_Police,Shopping,Whimsical,
"['Matzo_Balls', 'Hospital_Gowns', 'Winning_A_Trophy', 'Helicopters', 'Muhammad_Ali', 'High_School', 'Catherine_Zeta-Jones']","['foolish', 'eccentric', 'crispy']",,Matzo_Balls,Hospital_Gowns,Winning_A_Trophy,Helicopters,Muhammad_Ali,High_School,Catherine_Zeta-Jones,Flaky,
"['Winning_The_Lottery', 'The_Three_Tenors', 'Barfing', 'Climbing_A_Ladder', 'Sigmund_Freud', 'Bed_and_Breakfast', 'Whips_and_Chains']","['interesting', 'attractive']",,Winning_The_Lottery,The_Three_Tenors,Barfing,Climbing_A_Ladder,Sigmund_Freud,Bed_and_Breakfast,Whips_and_Chains,Fascinating,
"['Water_Parks', 'Drunk_Drivers', 'Hiccups', 'Shipwrecks', 'Grape_Jelly', 'Monster_Trucks', 'Clay']","['glad', 'jolly']",,Water_Parks,Drunk_Drivers,Hiccups,Shipwrecks,Grape_Jelly,Monster_Trucks,Clay,Happy,
"['Death_Valley', 'Snow', 'Dump_Trucks', 'E-Mail', 'Weapons_Dealers', ""Rosie_O'Donnell"", 'Flipper']","['swift', 'quick', 'rapid']",,Death_Valley,Snow,Dump_Trucks,E-Mail,Weapons_Dealers,Rosie_O'Donnell,Flipper,Fast,
"['Pez_Dispensers', 'Lemon_Meringue_Pie', 'The_Dalai_Lama', 'Eyes', 'The_President', 'Day_Care_Centers', 'Puppies']","['adorable', 'endearing', 'cuddly']",,Pez_Dispensers,Lemon_Meringue_Pie,The_Dalai_Lama,Eyes,The_President,Day_Care_Centers,Puppies,Lovable,
"['Pins_and_Needles', 'Beauty_And_The_Beast', 'Race_Car_Drivers', 'Faith_Hill', 'Strained_Peas', 'The_Electric_Chair', 'Dr._Seuss']","['sensational', 'fabulous', 'severe']",,Pins_and_Needles,Beauty_And_The_Beast,Race_Car_Drivers,Faith_Hill,Strained_Peas,The_Electric_Chair,Dr._Seuss,Terrific,
"['Slip_and_Fall', 'Knife_and_Fork', 'The_Grateful_Dead', 'Folk_Music', 'Corn_Flakes', 'Death_Valley', 'Bigfoot']","['not', 'short', 'not', 'low']",,Slip_and_Fall,Knife_and_Fork,The_Grateful_Dead,Folk_Music,Corn_Flakes,Death_Valley,Bigfoot,Tall,
"['Meatballs', 'In_A_Coma', 'A_Ringing_In_My_Ears', 'King_Henry_VIII', 'The_Ozone_Layer', 'Billboards', 'My_Mind']","['lovely', 'attractive', 'good-looking']",,Meatballs,In_A_Coma,A_Ringing_In_My_Ears,King_Henry_VIII,The_Ozone_Layer,Billboards,My_Mind,Pretty,
"['Football_Players', 'Muhammad_Ali', 'Folk_Music', 'Slivers', 'Lemon_and_Lime', 'Chips_and_Dip', 'Earwigs']","['unhip', 'uncool', 'dorky']",,Football_Players,Muhammad_Ali,Folk_Music,Slivers,Lemon_and_Lime,Chips_and_Dip,Earwigs,Nerdy,
"['James_Bond', 'Psychics', 'Boxing', 'Telling_Scary_Stories', 'Mutual_Funds', 'Time_Travel', 'Mirrors']","['important', 'thoughtful']",,James_Bond,Psychics,Boxing,Telling_Scary_Stories,Mutual_Funds,Time_Travel,Mirrors,Serious,
"['Frank_Lloyd_Wright', 'Dodo_Birds', 'Pins_and_Needles', 'Ladybugs', 'Bert_and_Ernie', 'Hunters', 'Lady_and_The_Tramp']","['fearless', 'courageous']",,Frank_Lloyd_Wright,Dodo_Birds,Pins_and_Needles,Ladybugs,Bert_and_Ernie,Hunters,Lady_and_The_Tramp,Brave,
"['Magic_Tricks', 'Mudslides', 'Snowstorm', 'A_Cookbook', 'Quentin_Terantino', 'Daytime_TV', 'Antiques_Roadshow']","['muddled', 'bewildered', 'perplexed']",,Magic_Tricks,Mudslides,Snowstorm,A_Cookbook,Quentin_Terantino,Daytime_TV,Antiques_Roadshow,Confused,
"['Dennis_Rodman', 'Knitting_Needles', 'Scented_Candles', 'Black_Cats', 'First_Man_On_The_Moon', 'Bill_Clinton', 'Gang_Members']","['male', 'manly', 'virile']",,Dennis_Rodman,Knitting_Needles,Scented_Candles,Black_Cats,First_Man_On_The_Moon,Bill_Clinton,Gang_Members,Masculine,
"['Diamonds', 'Watching_Football', 'Ladybugs', 'Water_Parks', 'Hip_Hop', 'My_Friends', 'Boy_Scouts']","['unsophisticated', 'childlike', 'simple']",,Diamonds,Watching_Football,Ladybugs,Water_Parks,Hip_Hop,My_Friends,Boy_Scouts,Naive,
"['Social_Security', 'Tiger_Woods', 'Eyes', 'Finger_Painting', 'Watermelon', 'Coughing_and_Sneezing', 'The_Young_and_The_Restless']","['shameless', 'nasty', 'indecent']",,Social_Security,Tiger_Woods,Eyes,Finger_Painting,Watermelon,Coughing_and_Sneezing,The_Young_and_The_Restless,Trashy,
"['Card_Games', 'Scavenger_Hunt', 'Eating_Breakfast', 'The_Zoo', 'Japan', 'Reading_and_Writing', 'Finger_Painting']","['lumpy', 'bouncy']",,Card_Games,Scavenger_Hunt,Eating_Breakfast,The_Zoo,Japan,Reading_and_Writing,Finger_Painting,Bumpy,
"['Beer', 'Sunday_Drivers', 'Kilts', 'Panning_For_Gold', 'Miles_Davis', 'Chicago', 'Loan_Sharks']","['huge', 'large']",,Beer,Sunday_Drivers,Kilts,Panning_For_Gold,Miles_Davis,Chicago,Loan_Sharks,Gigantic,
"['Cleveland', 'The_Milky_Way', 'A_Volcano', 'Milk_and_Cookies', 'Volcanoes', 'Play-Doh', 'The_Electric_Chair']","['not', 'short', 'stretched']",,Cleveland,The_Milky_Way,A_Volcano,Milk_and_Cookies,Volcanoes,Play-Doh,The_Electric_Chair,Long,
"['The_1920s', 'Vincent_Van_Gogh', 'Grease_and_Grime', 'Diamonds', 'Viagra', 'Trains', 'Snoopy_and_The_Red_Barron']","['significant', 'substantial', 'momentous']",,The_1920s,Vincent_Van_Gogh,Grease_and_Grime,Diamonds,Viagra,Trains,Snoopy_and_The_Red_Barron,Important,
"['Starfish', 'Roosters', 'Sin_and_Redemption', 'Trinidad_and_Tobago', 'Pomp_and_Circumstance', 'Carrots', 'Bingo']","['cheerful', 'joyous', 'merry']",,Starfish,Roosters,Sin_and_Redemption,Trinidad_and_Tobago,Pomp_and_Circumstance,Carrots,Bingo,Jolly,
"['Katherine_Hepburn', 'Pirates', 'Nirvana', 'Girl_Scouts', 'Being_In_Love', 'Minneapolis_and_St._Paul', 'Handcuffs']","['strong', 'firm', 'difficult']",,Katherine_Hepburn,Pirates,Nirvana,Girl_Scouts,Being_In_Love,Minneapolis_and_St._Paul,Handcuffs,Tough,
"['Soldiers', 'Water_Parks', 'Campfire', 'High_Heels', 'My_First_Kiss', 'High_School_Reunions', 'A_Giant']","['groovy', 'psychedelic', 'hip']",,Soldiers,Water_Parks,Campfire,High_Heels,My_First_Kiss,High_School_Reunions,A_Giant,Funky,
"['Phone_and_Fax', 'John_Travolta', 'Bubble_Gum', 'Psychics', 'A_Princess', 'Michael_Jordon', 'Feminists']","['thin', 'lean']",,Phone_and_Fax,John_Travolta,Bubble_Gum,Psychics,A_Princess,Michael_Jordon,Feminists,Skinny,
"['The_Ocean', 'Rocking_Chairs', 'Bats', 'NASA', 'Brothers', 'Marilyn_Monroe', 'Dirt']","['showy', 'ornate', 'decorated']",,The_Ocean,Rocking_Chairs,Bats,NASA,Brothers,Marilyn_Monroe,Dirt,Fancy,
"['Lucille_Ball', 'Oil_and_Filter', 'The_Godfather', 'Mud', 'My_First_Kiss', 'North_and_South_Dakota', 'Psychics']","['chilly', 'hip', 'cold-blooded']",,Lucille_Ball,Oil_and_Filter,The_Godfather,Mud,My_First_Kiss,North_and_South_Dakota,Psychics,Cool,
"['Gas_Stations', 'Trampolines', 'Getting_A_Shot', 'Jonah_and_The_Whale', 'Bonbons', 'Italy', 'Ticks']","['alluring', 'magnetic', 'charming']",,Gas_Stations,Trampolines,Getting_A_Shot,Jonah_and_The_Whale,Bonbons,Italy,Ticks,Charismatic,
"['Anthrax', 'Volleyball', 'Whips_and_Chains', 'Bubble_Bath', 'Saturn', 'The_Williams_Sisters', 'Dog_Food']","['limitless', 'planetary', 'far', 'out']",,Anthrax,Volleyball,Whips_and_Chains,Bubble_Bath,Saturn,The_Williams_Sisters,Dog_Food,Cosmic,
"['Apple_Pie', 'Lady_and_The_Tramp', 'Olive_Oil', 'Ears', 'Bullwinkle', 'Flying_Monkeys', 'Giant_Squid']","['beautiful', 'dazzling', 'stylish']",,Apple_Pie,Lady_and_The_Tramp,Olive_Oil,Ears,Bullwinkle,Flying_Monkeys,Giant_Squid,Glamorous,
"['Science_Fiction', 'Timbuktu', 'Shopping', 'Yin_and_Yang', 'A_Cheap_Motel', 'Jack_Nicholson', 'Root_Beer']","['useful', 'assisting']",,Science_Fiction,Timbuktu,Shopping,Yin_and_Yang,A_Cheap_Motel,Jack_Nicholson,Root_Beer,Helpful,
"['Lobsters', 'Discos', 'Bananas', 'Glue', 'Picnics', 'My_Memories', 'Lemons']","['chilly', 'hip', 'cold-blooded']",,Lobsters,Discos,Bananas,Glue,Picnics,My_Memories,Lemons,Cool,
"['Factories', 'My_Bedroom', 'Robin_Williams', 'Paper_Route', 'Michael_Jordon', 'Plastic', 'Salsa_Dancing']","['world-wide', 'spherical', 'universal']",,Factories,My_Bedroom,Robin_Williams,Paper_Route,Michael_Jordon,Plastic,Salsa_Dancing,Global,
"['Eggplant', 'Surprise_Parties', 'Boyfriends', 'Hiccups', 'Teenagers', 'The_Godfather', 'Recess']","['powerful', 'prominent', 'important']",,Eggplant,Surprise_Parties,Boyfriends,Hiccups,Teenagers,The_Godfather,Recess,Influential,
"['Danny_DeVito', 'Perfume', 'Nail_Polish', 'Babies', 'Country_Music', 'My_Life', 'Bonnie_and_Clyde']","['authentic', 'lifelike', 'reasonable']",,Danny_DeVito,Perfume,Nail_Polish,Babies,Country_Music,My_Life,Bonnie_and_Clyde,Realistic,
"['Helen_Keller', 'Lizards', 'Rod_and_Reel', 'My_Future', 'Toothpaste', 'Peace_and_Love', 'Street_Mimes']","['abnormal', 'artificial', 'bizarre']",,Helen_Keller,Lizards,Rod_and_Reel,My_Future,Toothpaste,Peace_and_Love,Street_Mimes,Unnatural,
"['Attack_On_Pearl_Harbor', 'Halloween', 'Toes', 'Ebony_and_Ivory', 'Lucille_Ball', 'Getting_The_Flu', 'Having_A_Party']","['intelligent', 'ingenious', 'witty']",,Attack_On_Pearl_Harbor,Halloween,Toes,Ebony_and_Ivory,Lucille_Ball,Getting_The_Flu,Having_A_Party,Clever,
"['Foot_and_Mouth', 'Running_A_Marathon', 'Vacations', 'Hot_Tubs', 'Green_Beans', 'Bell-Bottoms', 'Dr._Laura']","['dishonest', 'underhanded', 'shady']",,Foot_and_Mouth,Running_A_Marathon,Vacations,Hot_Tubs,Green_Beans,Bell-Bottoms,Dr._Laura,Corrupt,
"['Going_On_A_Cruise', 'Jenna_and_Barbara', 'Mudslides', 'Frog_and_Toad', 'Recreational_Vehicles', 'Kiss_and_Tell', 'Sport_Utility_Vehicles']","['expensive', 'valuable']",,Going_On_A_Cruise,Jenna_and_Barbara,Mudslides,Frog_and_Toad,Recreational_Vehicles,Kiss_and_Tell,Sport_Utility_Vehicles,Costly,
"['Woodpeckers', 'Giraffes', 'Tulips', 'A_Broken_Leg', 'Jennifer_Lopez', 'Donuts', 'Bad_Dreams']","['faultless', 'consummate', 'exact']",,Woodpeckers,Giraffes,Tulips,A_Broken_Leg,Jennifer_Lopez,Donuts,Bad_Dreams,Perfect,
"['Band-Aids', ""Georgia_O'Keeffe"", 'Belt_Buckles', 'Pins_and_Needles', 'Sunken_Ships', ""Rosie_O'Donnell"", 'Democrats']","['not', 'rich', 'unfortunate']",,Band-Aids,Georgia_O'Keeffe,Belt_Buckles,Pins_and_Needles,Sunken_Ships,Rosie_O'Donnell,Democrats,Poor,
"['Yellowstone_Park', 'A_Funeral', 'A_Dollar', 'Psychiatrists', 'Televangelists', 'Remote_Controls', 'Day_Care_Centers']","['idealistic', 'prophetic', 'far-seeing']",,Yellowstone_Park,A_Funeral,A_Dollar,Psychiatrists,Televangelists,Remote_Controls,Day_Care_Centers,Visionary,
"['Bubbles', 'Blizzard', 'Square_Dancing', 'Ballerinas', 'Restaurants', 'Salsa_Dancing', 'Rock_Candy']","['enjoyable', 'playful', 'amusing']",,Bubbles,Blizzard,Square_Dancing,Ballerinas,Restaurants,Salsa_Dancing,Rock_Candy,Fun,
"['Music', 'Lucille_Ball', 'Power_Tools', 'The_Marx_Brothers', 'Spiders_and_Snakes', 'Jonah_and_The_Whale', 'Clowns']","['adorable', 'endearing', 'cuddly']",,Music,Lucille_Ball,Power_Tools,The_Marx_Brothers,Spiders_and_Snakes,Jonah_and_The_Whale,Clowns,Lovable,
"['The_NRA', 'Clouds', 'Science_Fair_Projects', 'Tony_Blair', 'Wishbone', 'Black_Lingerie', 'Bill_and_Ted']","['thrilling', 'startling', 'melodramatic']",,The_NRA,Clouds,Science_Fair_Projects,Tony_Blair,Wishbone,Black_Lingerie,Bill_and_Ted,Sensational,
"['Graffiti', 'Card_Games', 'Eyes', 'Cary_Grant', 'Peter_Pan', 'The_First_Day_Of_School', 'Race_Car_Drivers']","['little', 'very', 'small']",,Graffiti,Card_Games,Eyes,Cary_Grant,Peter_Pan,The_First_Day_Of_School,Race_Car_Drivers,Tiny,
"['Babysitters', 'The_Far_Left', 'Dr._Seuss', 'Good_and_Plenty', 'Timbuktu', 'Speeding_Tickets', 'Wall_Street']","['awesome', 'outrageous', 'imaginary']",,Babysitters,The_Far_Left,Dr._Seuss,Good_and_Plenty,Timbuktu,Speeding_Tickets,Wall_Street,Fantastic,
"['Birthday_Cake', ""At_My_Parent's_House"", 'Cocaine', 'Astronauts', 'Drew_Barrymore', 'Dollars_and_Cents', 'Paper_Route']","['simple', 'evident', 'ordinary']",,Birthday_Cake,At_My_Parent's_House,Cocaine,Astronauts,Drew_Barrymore,Dollars_and_Cents,Paper_Route,Plain,
"['Britney_Spears', 'Antarctica', 'My_Life', 'United_Nations', 'Roman_Numerals', 'School_Buses', 'Catfish']","['costly', 'valuable', 'exorbitant']",,Britney_Spears,Antarctica,My_Life,United_Nations,Roman_Numerals,School_Buses,Catfish,Expensive,
"['Attack_On_Pearl_Harbor', 'Loch_Ness_Monster', 'United_States', 'Midlife_Crisis', 'Corned_Beef_and_Cabbage', 'Pork_and_Beans', 'Hammer_and_Nails']","['fatal', 'lethal', 'murderous']",,Attack_On_Pearl_Harbor,Loch_Ness_Monster,United_States,Midlife_Crisis,Corned_Beef_and_Cabbage,Pork_and_Beans,Hammer_and_Nails,Deadly,
"['Rednecks', 'Cut_and_Curl', 'Mushrooms', 'Parenting', 'Ginger_and_Mary_Ann', 'Heart_and_Soul', 'Beer_Bellies']","['unclean', 'soiled', 'impure']",,Rednecks,Cut_and_Curl,Mushrooms,Parenting,Ginger_and_Mary_Ann,Heart_and_Soul,Beer_Bellies,Dirty,
"['R_and_R', 'Whoopie_Goldberg', 'My_Future', 'Learning_Spanish', 'State_Fair', 'Toenails', 'Catsup']","['very', 'bad', 'horrible']",,R_and_R,Whoopie_Goldberg,My_Future,Learning_Spanish,State_Fair,Toenails,Catsup,Awful,
"['Al_Pacino', 'Democrats', 'Go_Karts', 'Juggling', 'Strip_Malls', 'Snips_and_Snails', 'A_Surprise']","['prehistoric', 'primal', 'uncivilized']",,Al_Pacino,Democrats,Go_Karts,Juggling,Strip_Malls,Snips_and_Snails,A_Surprise,Primitive,
"['Vietnam,_1968', 'Ice', 'Going_To_The_Dentist', 'Xena,_Warrior_Princess', 'Redwood_Forests', 'The_Green_Bay_Packers', 'Skunks']","['significant', 'substantial', 'momentous']",,"Vietnam,_1968",Ice,Going_To_The_Dentist,"Xena,_Warrior_Princess",Redwood_Forests,The_Green_Bay_Packers,Skunks,Important,
