7,6,5,synonyms,target,4,hand,3,1,2
Radios,Lions,Brain_Surgeons,"['innocent', 'unadulterated', 'chaste']",Pure,Supermarkets,"['Dolphins', 'Science_Fair_Projects', 'Sharp_Knives', 'Supermarkets', 'Brain_Surgeons', 'Lions', 'Radios']",Sharp_Knives,Dolphins,Science_Fair_Projects
Peace_and_Love,Stuart_Little,Will_and_Grace,"['nauseating', 'disgusting', 'revolting']",Sickening,Hiccups,"['Rabbits', 'Oral_Surgery', 'Field_and_Stream', 'Hiccups', 'Will_and_Grace', 'Stuart_Little', 'Peace_and_Love']",Field_and_Stream,Rabbits,Oral_Surgery
Glaciers,Icebergs,Carlos_Santana,"['hurtful', 'unhealthy', 'damaging']",Harmful,Swiss_Cheese,"['Beanie_Babies', 'Candles', 'The_Gulf_War', 'Swiss_Cheese', 'Carlos_Santana', 'Icebergs', 'Glaciers']",The_Gulf_War,Beanie_Babies,Candles
Hotdogs,Katherine_Hepburn,"Waco,_Texas","['severe', 'glaring', 'brutal']",Harsh,Cats_and_Dogs,"['Sledding', 'Getting_Sick', 'Rosa_Parks', 'Cats_and_Dogs', 'Waco,_Texas', 'Katherine_Hepburn', 'Hotdogs']",Rosa_Parks,Sledding,Getting_Sick
Ear_Wax,Leonardo_Da_Vinci,Woody_Allen,"['appealing', 'tasty', 'flavorful']",Appetizing,Bumper_Cars,"['The_Everglades', 'Globes', 'Muffins', 'Bumper_Cars', 'Woody_Allen', 'Leonardo_Da_Vinci', 'Ear_Wax']",Muffins,The_Everglades,Globes
Law_and_Order,Killer_Whales,Pancakes,"['sickening', 'horrible']",Disgusting,Psychics,"['Kiss_and_Tell', 'Learning_To_Ski', 'Muffins', 'Psychics', 'Pancakes', 'Killer_Whales', 'Law_and_Order']",Muffins,Kiss_and_Tell,Learning_To_Ski
Prince_Charming,The_1980s,Witch_Hunts,"['difficult', 'complex', 'involved']",Complicated,Deer_Hunting,"['Power_and_Glory', 'Blizzard', 'Paying_Bills', 'Deer_Hunting', 'Witch_Hunts', 'The_1980s', 'Prince_Charming']",Paying_Bills,Power_and_Glory,Blizzard
At_My_Parent's_House,Wheat,Zen,"['imperfect', 'defective', 'unsound']",Flawed,Freaks_and_Geeks,"['Bingo', 'A_Little_White_Lie', 'Swiss_Chocolate', 'Freaks_and_Geeks', 'Zen', 'Wheat', ""At_My_Parent's_House""]",Swiss_Chocolate,Bingo,A_Little_White_Lie
Carlos_Santana,Pokemon,Coral_Reef,"['tricky', 'mean']",Sneaky,Baby_Dolls,"['Square_Dancing', 'Chocolate_Milk', 'Play-Doh', 'Baby_Dolls', 'Coral_Reef', 'Pokemon', 'Carlos_Santana']",Play-Doh,Square_Dancing,Chocolate_Milk
Meatballs,Swiss_Bank_Accounts,Gardening,"['torturing', 'harassing', 'agonizing']",Tormenting,A_Haunted_House,"['Umbrellas', 'The_Graveyard_Shift', 'Cow-Pies', 'A_Haunted_House', 'Gardening', 'Swiss_Bank_Accounts', 'Meatballs']",Cow-Pies,Umbrellas,The_Graveyard_Shift
Science_Tests,Pimples,The_Titanic,"['trashy', 'tawdry', 'far-fetched']",Cheesy,High_Heels,"['Stomach_Ache', 'Penguins', 'Ice', 'High_Heels', 'The_Titanic', 'Pimples', 'Science_Tests']",Ice,Stomach_Ache,Penguins
Anthrax,The_Beatles,Corn_Flakes,"['elegant', 'supple', 'limber']",Graceful,State_Fair,"['Hiding_Places', 'Firestorms', 'Ice_Cream', 'State_Fair', 'Corn_Flakes', 'The_Beatles', 'Anthrax']",Ice_Cream,Hiding_Places,Firestorms
Emily_Dickinson,My_Grandma,Meg_Ryan,"['pointed', 'keen', 'acute']",Sharp,Doing_The_Dishes,"['Screaming', 'Fred_and_Ginger', 'East_Coast', 'Doing_The_Dishes', 'Meg_Ryan', 'My_Grandma', 'Emily_Dickinson']",East_Coast,Screaming,Fred_and_Ginger
Last_Night,Hand_Grenades,Vincent_Van_Gogh,"['concealed', 'covert', 'veiled']",Secretive,Bill_Murray,"['Working_Out', 'Waffles', 'Lucille_Ball', 'Bill_Murray', 'Vincent_Van_Gogh', 'Hand_Grenades', 'Last_Night']",Lucille_Ball,Working_Out,Waffles
The_Gulf_War,Catfish,Country_Music,"['expert', 'talented']",Skillful,Babe_Ruth,"['Pigeons', 'Adam_Sandler', 'Nashville', 'Babe_Ruth', 'Country_Music', 'Catfish', 'The_Gulf_War']",Nashville,Pigeons,Adam_Sandler
My_Dreams,Dr._Evil,The_Williams_Sisters,"['chilly', 'hip', 'cold-blooded']",Cool,Mudslides,"['Snoopy', 'Cupcakes', 'Raccoons', 'Mudslides', 'The_Williams_Sisters', 'Dr._Evil', 'My_Dreams']",Raccoons,Snoopy,Cupcakes
Hot_Tubs,Grass_Skirts,Drinking_and_Driving,"['crabby', 'cantankerous', 'grouchy']",Cranky,A_Mermaid,"['Curds_and_Whey', 'Itchy_Clothes', 'Sitcoms', 'A_Mermaid', 'Drinking_and_Driving', 'Grass_Skirts', 'Hot_Tubs']",Sitcoms,Curds_and_Whey,Itchy_Clothes
Chain_Letters,Raves,My_Bathroom,"['seductive', 'enticing', 'alluring']",Tempting,Skiing,"['Firefighters', 'Pez_Dispensers', 'Jail', 'Skiing', 'My_Bathroom', 'Raves', 'Chain_Letters']",Jail,Firefighters,Pez_Dispensers
Minneapolis_and_St._Paul,My_Bank_Account,Beer,"['pleasant', 'kind']",Nice,Mosquitoes,"['The_North_Pole', 'Rosa_Parks', 'Rock_Concert', 'Mosquitoes', 'Beer', 'My_Bank_Account', 'Minneapolis_and_St._Paul']",Rock_Concert,The_North_Pole,Rosa_Parks
Slip_and_Fall,The_Police,Electricity,"['pretty', 'lovely']",Beautiful,A_Dollar,"['Giraffes', 'Freaks_and_Geeks', 'Water_Baloons', 'A_Dollar', 'Electricity', 'The_Police', 'Slip_and_Fall']",Water_Baloons,Giraffes,Freaks_and_Geeks
Hillary_Rodham_Clinton,Camelot,Samuel_L._Jackson,"['fearless', 'courageous']",Brave,Supermarkets,"['Speeding_Tickets', 'Sloppy_Joes', 'Pole_Vaulting', 'Supermarkets', 'Samuel_L._Jackson', 'Camelot', 'Hillary_Rodham_Clinton']",Pole_Vaulting,Speeding_Tickets,Sloppy_Joes
Martha_Stewart,Artists,The_Pyramids,"['pitiful', 'distressing', 'heart-rending']",Pathetic,Stars,"['Grapefruit', 'Silk', 'Reading_A_Book', 'Stars', 'The_Pyramids', 'Artists', 'Martha_Stewart']",Reading_A_Book,Grapefruit,Silk
Cleaning_Your_Room,Car_Horns,My_Bathroom,"['circular', 'ring', 'shaped']",Round,Doctors_and_Dentists,"['Homer_Simpson', 'The_Olympics', 'The_National_Enquirer', 'Doctors_and_Dentists', 'My_Bathroom', 'Car_Horns', 'Cleaning_Your_Room']",The_National_Enquirer,Homer_Simpson,The_Olympics
Rice,Blue_Velvet,Social_Security,"['amusing', 'comic', 'odd']",Funny,Volcanoes,"['Tyrannosaurus_Rex', 'Folk_Music', 'Israel', 'Volcanoes', 'Social_Security', 'Blue_Velvet', 'Rice']",Israel,Tyrannosaurus_Rex,Folk_Music
United_Nations,Vampires,My_Teacher,"['malicious', 'ill-tempered', 'petty']",Mean,Learning_Spanish,"['My_Body', 'The_Eiffel_Tower', 'Body_Piercing', 'Learning_Spanish', 'My_Teacher', 'Vampires', 'United_Nations']",Body_Piercing,My_Body,The_Eiffel_Tower
Gym_Teachers,The_Gulf_War,Music,"['antagonistic', 'aggressive', 'warlike']",Hostile,Watching_TV,"['Angry_Hornets', 'CD_Players', 'Magic_Tricks', 'Watching_TV', 'Music', 'The_Gulf_War', 'Gym_Teachers']",Magic_Tricks,Angry_Hornets,CD_Players
Gang_Members,Leaf_Blowers,Love_and_Marriage,"['trashy', 'tawdry', 'far-fetched']",Cheesy,Pomp_and_Circumstance,"['Cleveland', 'The_French_Riviera', 'Sunflower', 'Pomp_and_Circumstance', 'Love_and_Marriage', 'Leaf_Blowers', 'Gang_Members']",Sunflower,Cleveland,The_French_Riviera
Dating,My_Dreams,The_San_Andreas_Fault,"['humourous', 'peculiar', 'fanciful']",Whimsical,David_Letterman,"['Challenger_Explosion', 'Bells_and_Whistles', 'Mittens', 'David_Letterman', 'The_San_Andreas_Fault', 'My_Dreams', 'Dating']",Mittens,Challenger_Explosion,Bells_and_Whistles
Treasure_Hunting,Ordinary_People,Attack_On_Pearl_Harbor,"['of', 'Europe', 'from', 'Europe', 'about', 'Europe']",European,Comic_Books,"['Spilled_Milk', 'Card_Games', 'Africa', 'Comic_Books', 'Attack_On_Pearl_Harbor', 'Ordinary_People', 'Treasure_Hunting']",Africa,Spilled_Milk,Card_Games
Reading_A_Book,Watching_Football,Water_Baloons,"['alluring', 'engaging', 'good-looking']",Attractive,Seashells,"['The_Wright_Brothers', 'Rock_Candy', 'Saddam_Hussein', 'Seashells', 'Water_Baloons', 'Watching_Football', 'Reading_A_Book']",Saddam_Hussein,The_Wright_Brothers,Rock_Candy
Watermelons,Giraffes,Beanie_Babies,"['elderly', 'old', 'antique']",Ancient,Woodpeckers,"['United_States', 'My_Hair', 'Black_Velvet', 'Woodpeckers', 'Beanie_Babies', 'Giraffes', 'Watermelons']",Black_Velvet,United_States,My_Hair
The_Circus,Detroit,Computers,"['imperfect', 'defective', 'unsound']",Flawed,Tomatoes,"['George_W._Bush', 'The_Dalai_Lama', 'Candy', 'Tomatoes', 'Computers', 'Detroit', 'The_Circus']",Candy,George_W._Bush,The_Dalai_Lama
Heaven_and_Hell,Wishbone,Pounding_Nails,"['conscientious', 'ethical', 'scrupulous']",Principled,Sunshine,"['Bates_Motel', 'Amsterdam', 'Bruises', 'Sunshine', 'Pounding_Nails', 'Wishbone', 'Heaven_and_Hell']",Bruises,Bates_Motel,Amsterdam
Deer_Hunting,The_Dixie_Chicks,Riding_A_Bike,"['rare', 'odd', 'uncommon']",Unusual,Cats_and_Dogs,"['Aroma_Therapy', 'Hills_and_Valleys', 'Body_Odor', 'Cats_and_Dogs', 'Riding_A_Bike', 'The_Dixie_Chicks', 'Deer_Hunting']",Body_Odor,Aroma_Therapy,Hills_and_Valleys
VW_Beetles,Black_Cats,Nicholas_Cage,"['brave', 'bold']",Daring,Peaches,"['A_Piano', 'Michael_Jordon', 'Casinos', 'Peaches', 'Nicholas_Cage', 'Black_Cats', 'VW_Beetles']",Casinos,A_Piano,Michael_Jordon
CD_Players,A_Fool_and_His_Money,Blizzard,"['unexpected', 'amazing']",Surprising,Last_Will_and_Testament,"['Watching_Football', 'Dance_Class', 'Reggae_Music', 'Last_Will_and_Testament', 'Blizzard', 'A_Fool_and_His_Money', 'CD_Players']",Reggae_Music,Watching_Football,Dance_Class
Haunted_House,Bats,Recycling,"['enjoyable', 'nice']",Pleasant,The_Academy_Awards,"['Babe_Ruth', 'Viagra', 'Buffalo', 'The_Academy_Awards', 'Recycling', 'Bats', 'Haunted_House']",Buffalo,Babe_Ruth,Viagra
Trampolines,Hot_Lava,Cup_and_Saucer,"['odd', 'unusual']",Strange,Gorillas,"['Parenting', 'Tidal_Waves', 'Cattle_Ranch', 'Gorillas', 'Cup_and_Saucer', 'Hot_Lava', 'Trampolines']",Cattle_Ranch,Parenting,Tidal_Waves
BB_Guns,The_Mississippi_River,Country_Music,"['pleasurable', 'entertaining', 'fun']",Enjoyable,Joan_Of_Arc,"['Death_Valley', 'A_Mummy', 'Antarctica', 'Joan_Of_Arc', 'Country_Music', 'The_Mississippi_River', 'BB_Guns']",Antarctica,Death_Valley,A_Mummy
Tightrope_Walking,Sharp_Knives,Corn_Fields,"['exhilarating', 'inspiring', 'stimulating']",Inspirational,Actors,"['Garrison_Keillor', 'Cleveland', 'Global_Warming', 'Actors', 'Corn_Fields', 'Sharp_Knives', 'Tightrope_Walking']",Global_Warming,Garrison_Keillor,Cleveland
Lobsters,Floods,Bonbons,"['dismal', 'sorrowful', 'bummed', 'out']",Woebegone,Fishing,"['Windsurfing', 'Bill_Gates', 'Neil_Simon', 'Fishing', 'Bonbons', 'Floods', 'Lobsters']",Neil_Simon,Windsurfing,Bill_Gates
Steven_Spielberg,Flipper,Bungee_Jumping,"['expensive', 'important']",Valuable,Listening_To_Music,"['Artists', 'Turtles', 'Handcuffs', 'Listening_To_Music', 'Bungee_Jumping', 'Flipper', 'Steven_Spielberg']",Handcuffs,Artists,Turtles
Liver_And_Onions,Paul_McCartney_and_Wings,Sport_Utility_Vehicles,"['frightening', 'awful']",Horrible,Fairies,"['Supermodels', 'Piranha', 'Elvis_Presley', 'Fairies', 'Sport_Utility_Vehicles', 'Paul_McCartney_and_Wings', 'Liver_And_Onions']",Elvis_Presley,Supermodels,Piranha
Folk_Music,Play-Doh,Garbage_Cans,"['intelligent', 'ingenious', 'witty']",Clever,Ball_and_Chain,"['The_Dalai_Lama', 'Peppers', 'Adam_and_Eve', 'Ball_and_Chain', 'Garbage_Cans', 'Play-Doh', 'Folk_Music']",Adam_and_Eve,The_Dalai_Lama,Peppers
Football,Sledding,Superman,"['blazing', 'heated', 'spicy']",Hot,My_Shoes,"['Frozen_Peas', 'Jesse_Ventura', 'Jackie_Chan', 'My_Shoes', 'Superman', 'Sledding', 'Football']",Jackie_Chan,Frozen_Peas,Jesse_Ventura
Hammers,Flowers_and_Candy,Playing_Checkers,"['smooth', 'level']",Flat,Pacific_Ocean,"['Barbara_Walters', 'Cinderella', 'Bangkok', 'Pacific_Ocean', 'Playing_Checkers', 'Flowers_and_Candy', 'Hammers']",Bangkok,Barbara_Walters,Cinderella
Truth_and_Justice,Frank_Sinatra,King_Tut,"['very', 'bad', 'horrible']",Awful,Swimming,"['Cream_and_Sugar', 'Roosters', 'Liposuction', 'Swimming', 'King_Tut', 'Frank_Sinatra', 'Truth_and_Justice']",Liposuction,Cream_and_Sugar,Roosters
Backstreet_Boys,Claude_Monet,Pushups,"['irritable', 'nervous', 'tense']",Edgy,Tattoo_Parlors,"['Having_A_Party', 'Pimples', 'Tree_Huggers', 'Tattoo_Parlors', 'Pushups', 'Claude_Monet', 'Backstreet_Boys']",Tree_Huggers,Having_A_Party,Pimples
Getting_Head_Lice,Helen_Keller,Antiques_Roadshow,"['understandable', 'uncluttered', 'transparent']",Clear,Bad_Dreams,"['Hot_Tubs', 'Rock_Stars', 'Arsenic_and_Old_Lace', 'Bad_Dreams', 'Antiques_Roadshow', 'Helen_Keller', 'Getting_Head_Lice']",Arsenic_and_Old_Lace,Hot_Tubs,Rock_Stars
Shipwrecks,Commuting,Eleanor_Roosevelt,"['innovative', 'rebellious', 'radical']",Revolutionary,Baseball,"['Bald_Eagles', 'Assault_and_Battery', 'Gettysburg,_1863', 'Baseball', 'Eleanor_Roosevelt', 'Commuting', 'Shipwrecks']","Gettysburg,_1863",Bald_Eagles,Assault_and_Battery
Slice_and_Dice,Fur,Rock_Concert,"['enjoyable', 'nice']",Pleasant,Miles_Davis,"['Horses', 'Loan_Sharks', 'A_Movie_Theater', 'Miles_Davis', 'Rock_Concert', 'Fur', 'Slice_and_Dice']",A_Movie_Theater,Horses,Loan_Sharks
Butterflies,Ronald_McDonald,Pencils,"['not', 'short', 'not', 'low']",Tall,Milk,"['Blood_and_Tears', 'Swiss_Bank_Accounts', 'Campfire', 'Milk', 'Pencils', 'Ronald_McDonald', 'Butterflies']",Campfire,Blood_and_Tears,Swiss_Bank_Accounts
The_San_Andreas_Fault,Madame_Curie,Beethoven,"['furious', 'vicious', 'destructive']",Violent,Summer_Camp,"['Silly_Putty', 'The_Dalai_Lama', 'An_Igloo', 'Summer_Camp', 'Beethoven', 'Madame_Curie', 'The_San_Andreas_Fault']",An_Igloo,Silly_Putty,The_Dalai_Lama
Cheesecake,Race_Car_Drivers,Cigarettes,"['amusing', 'comic', 'odd']",Funny,Pomp_and_Circumstance,"['Whips', 'Winnie_The_Pooh', 'Onions', 'Pomp_and_Circumstance', 'Cigarettes', 'Race_Car_Drivers', 'Cheesecake']",Onions,Whips,Winnie_The_Pooh
Barbershops,Lobster,Gravity,"['expert', 'talented']",Skillful,Brothers,"['Driving_A_Car', 'Blizzard', 'Socks', 'Brothers', 'Gravity', 'Lobster', 'Barbershops']",Socks,Driving_A_Car,Blizzard
Marlon_Brando,Driving_Off_A_Cliff,Mae_West,"['bent', 'not', 'straight']",Crooked,Urban_Sprawl,"['The_Land_Of_Oz', 'Piranha', 'Bumper_Cars', 'Urban_Sprawl', 'Mae_West', 'Driving_Off_A_Cliff', 'Marlon_Brando']",Bumper_Cars,The_Land_Of_Oz,Piranha
Coconuts,Burger_and_Fries,Peanuts,"['fun', 'frisky', 'entertaining']",Playful,Stamp_Collecting,"['South_Africa', 'Power_and_Glory', 'The_Pentagon', 'Stamp_Collecting', 'Peanuts', 'Burger_and_Fries', 'Coconuts']",The_Pentagon,South_Africa,Power_and_Glory
Skateboards,Skeletons,Hangnails,"['innocent', 'unadulterated', 'chaste']",Pure,Red_Raspberries,"['Fur', 'AIDS', 'California', 'Red_Raspberries', 'Hangnails', 'Skeletons', 'Skateboards']",California,Fur,AIDS
My_Boss,Dumbo,Horseback_Riding,"['lively', 'exuberant', 'spirited']",Animated,Mickey_and_Minnie,"['The_Midwest', 'Violins', 'Timbuktu', 'Mickey_and_Minnie', 'Horseback_Riding', 'Dumbo', 'My_Boss']",Timbuktu,The_Midwest,Violins
Europe,Bugs,Jenna_and_Barbara,"['theatrical', 'sensational', 'showy']",Melodramatic,Carrot_and_A_Stick,"['Family_Values', 'Nail_Polish', 'A_Leaky_Boat', 'Carrot_and_A_Stick', 'Jenna_and_Barbara', 'Bugs', 'Europe']",A_Leaky_Boat,Family_Values,Nail_Polish
Dodo_Birds,China,Broadway,"['gifted', 'clever', 'skillful']",Talented,Beanie_Babies,"['Heaven_and_Hell', 'Love_Letters', 'Johnny_Depp', 'Beanie_Babies', 'Broadway', 'China', 'Dodo_Birds']",Johnny_Depp,Heaven_and_Hell,Love_Letters
Ernest_Hemingway,The_Ozone_Layer,Feminists,"['pleasing', 'enjoyable', 'charming']",Delightful,Peaches_and_Cream,"['Music_Lessons', 'Cow-Pies', 'A_Full_Moon', 'Peaches_and_Cream', 'Feminists', 'The_Ozone_Layer', 'Ernest_Hemingway']",A_Full_Moon,Music_Lessons,Cow-Pies
Goldfish,The_JFK_Assassination,Blackouts,"['lively', 'exuberant', 'spirited']",Animated,The_First_Day_Of_School,"['Friction', 'Leaf_Blowers', 'Cesar_Chavez', 'The_First_Day_Of_School', 'Blackouts', 'The_JFK_Assassination', 'Goldfish']",Cesar_Chavez,Friction,Leaf_Blowers
Sisters,Hamsters,Cup_and_Saucer,"['hazardous', 'daring', 'speculative']",Risky,My_Love_Life,"['The_Land_Of_Oz', 'Breaking_and_Entering', 'Paying_Taxes', 'My_Love_Life', 'Cup_and_Saucer', 'Hamsters', 'Sisters']",Paying_Taxes,The_Land_Of_Oz,Breaking_and_Entering
Garages,Grape_Jelly,Shopping,"['affectionate', 'comforting', 'welcoming']",Friendly,Pigs,"['A_Surprise', 'Rabbits', 'Manhattan', 'Pigs', 'Shopping', 'Grape_Jelly', 'Garages']",Manhattan,A_Surprise,Rabbits
Reading_and_Writing,Slasher_Films,Burned_Toast,"['fascinating', 'hypnotizing', 'charming']",Mesmerizing,Alaska,"['Going_To_Church', 'Goats', 'The_NRA', 'Alaska', 'Burned_Toast', 'Slasher_Films', 'Reading_and_Writing']",The_NRA,Going_To_Church,Goats
Junk_Mail,Valentine's_Day,Hammers,"['sad', 'sorrowful']",Unhappy,Anna_Kournikova,"['D-Day,_1944', 'North_and_South_Dakota', 'Laurel_and_Hardy', 'Anna_Kournikova', 'Hammers', ""Valentine's_Day"", 'Junk_Mail']",Laurel_and_Hardy,"D-Day,_1944",North_and_South_Dakota
Being_In_Love,Hollywood,Shave_and_A_Haircut,"['beautiful', 'stunning', 'magnificent']",Gorgeous,Laurel_and_Hardy,"['Breaking_and_Entering', 'Chopsticks', 'Losing_Your_Backpack', 'Laurel_and_Hardy', 'Shave_and_A_Haircut', 'Hollywood', 'Being_In_Love']",Losing_Your_Backpack,Breaking_and_Entering,Chopsticks
Starfish,Pennies,The_Zoo,"['gummy', 'pasty']",Sticky,Puppets,"['David_Letterman', 'Baking_Cookies', 'Grapefruit', 'Puppets', 'The_Zoo', 'Pennies', 'Starfish']",Grapefruit,David_Letterman,Baking_Cookies
John_Travolta,Milking_A_Cow,Mexico,"['strained', 'tense', 'nervous']",Wired,Cowboys_and_Indians,"['Dollars_and_Cents', 'Cheerleaders', 'Cold_Pizza', 'Cowboys_and_Indians', 'Mexico', 'Milking_A_Cow', 'John_Travolta']",Cold_Pizza,Dollars_and_Cents,Cheerleaders
Elvis_Presley,Trailer_Parks,Water_Parks,"['easygoing', 'blase', 'nonchalant']",Casual,Garbage_Cans,"['Skinheads', 'Woolly_Mammoth', 'The_Zoo', 'Garbage_Cans', 'Water_Parks', 'Trailer_Parks', 'Elvis_Presley']",The_Zoo,Skinheads,Woolly_Mammoth
Cuba,Mad_Cow_Disease,Postal_Workers,"['active', 'vigorous', 'forceful']",Energetic,Milk_and_Cookies,"['Matzo_Balls', 'Girlfriends', 'Stonehenge', 'Milk_and_Cookies', 'Postal_Workers', 'Mad_Cow_Disease', 'Cuba']",Stonehenge,Matzo_Balls,Girlfriends
The_Earth,Big_Bird,Giant_Squid,"['athletic', 'active']",Sporty,Rust,"['MTV', 'Running_In_A_Race', 'Talk_Radio', 'Rust', 'Giant_Squid', 'Big_Bird', 'The_Earth']",Talk_Radio,MTV,Running_In_A_Race
Tea_and_Crumpets,Cheese_Sandwich,Shave_and_A_Haircut,"['offensive', 'repulsive', 'annoying']",Obnoxious,School_Buses,"['Thunderstorms', 'The_Big_Dipper', 'Drums', 'School_Buses', 'Shave_and_A_Haircut', 'Cheese_Sandwich', 'Tea_and_Crumpets']",Drums,Thunderstorms,The_Big_Dipper
Crystal_Balls,Bert_and_Ernie,Chinatown,"['sloppy', 'disorderly', 'unclean']",Messy,Baseball,"['Jurassic_Park', 'Wrestling', 'Throwing_Rocks', 'Baseball', 'Chinatown', 'Bert_and_Ernie', 'Crystal_Balls']",Throwing_Rocks,Jurassic_Park,Wrestling
Jesse_Ventura,Russia,Peter_Pan,"['contemporary', 'fashionable', 'trendy']",Modern,On-Line_Shopping,"['East_Coast', 'Carrot_and_A_Stick', 'Love_Letters', 'On-Line_Shopping', 'Peter_Pan', 'Russia', 'Jesse_Ventura']",Love_Letters,East_Coast,Carrot_and_A_Stick
Madeline,Sean_Connery,Chewing_Your_Fingernails,"['honest', 'just', 'virtuous']",Honorable,Assembly_Lines,"['Arnold_Schwarzenegger', 'Learning_Spanish', 'Waffles', 'Assembly_Lines', 'Chewing_Your_Fingernails', 'Sean_Connery', 'Madeline']",Waffles,Arnold_Schwarzenegger,Learning_Spanish
Lions,The_Symphony,Country_Music,"['cheerful', 'joyous', 'merry']",Jolly,The_Grand_Canyon,"['Go_Karts', 'David_Letterman', 'Lucy_and_Desi', 'The_Grand_Canyon', 'Country_Music', 'The_Symphony', 'Lions']",Lucy_and_Desi,Go_Karts,David_Letterman
Watching_Football,The_Young_and_The_Restless,Doctors_and_Dentists,"['malicious', 'ill-tempered', 'petty']",Mean,Pretzels,"['Minneapolis_and_St._Paul', 'Peanut_Butter', 'Abbot_and_Costello', 'Pretzels', 'Doctors_and_Dentists', 'The_Young_and_The_Restless', 'Watching_Football']",Abbot_and_Costello,Minneapolis_and_St._Paul,Peanut_Butter
Shrimp,Gardening,Thanksgiving_Day,"['pointed', 'keen', 'acute']",Sharp,Penn_and_Teller,"['Going_To_Church', 'Cherries', 'Nail_Polish', 'Penn_and_Teller', 'Thanksgiving_Day', 'Gardening', 'Shrimp']",Nail_Polish,Going_To_Church,Cherries
Bears,Being_and_Nothingness,Money,"['tame', 'mild']",Gentle,Chocolate_Milk,"['Blackouts', 'My_Shoes', 'Water_Guns', 'Chocolate_Milk', 'Money', 'Being_and_Nothingness', 'Bears']",Water_Guns,Blackouts,My_Shoes
Witches,Schindler's_List,Gym_Teachers,"['scary', 'horrifying', 'awesome']",Frightening,Silly_Putty,"['Beets', 'Frank_Lloyd_Wright', 'The_Young_and_The_Restless', 'Silly_Putty', 'Gym_Teachers', ""Schindler's_List"", 'Witches']",The_Young_and_The_Restless,Beets,Frank_Lloyd_Wright
Venus_and_Mars,Sand_Castles,A_Mermaid,"['dismal', 'sorrowful', 'bummed', 'out']",Woebegone,Beanie_Babies,"['Disneyland', 'Peanut_Butter', 'House_Guests', 'Beanie_Babies', 'A_Mermaid', 'Sand_Castles', 'Venus_and_Mars']",House_Guests,Disneyland,Peanut_Butter
Road_Rage,Boxing,Slip_and_Fall,"['clever', 'humorous', 'cunning']",Witty,Fourth_Of_July,"['Carlos_Santana', 'Paying_Taxes', 'Vincent_Van_Gogh', 'Fourth_Of_July', 'Slip_and_Fall', 'Boxing', 'Road_Rage']",Vincent_Van_Gogh,Carlos_Santana,Paying_Taxes
Chips_and_Dip,Horseback_Riding,Body_Snatchers,"['convenient', 'available', 'capable']",Handy,The_Common_Loon,"['Camelot', 'Cockles_and_Mussels', 'Jack_The_Ripper', 'The_Common_Loon', 'Body_Snatchers', 'Horseback_Riding', 'Chips_and_Dip']",Jack_The_Ripper,Camelot,Cockles_and_Mussels
Getting_Mail,Pink_Flamingos,Dating,"['frantic', 'headlong', 'reckless']",Desperate,Gingko_Trees,"['Getting_Stitches', 'Alaska', 'Waterparks', 'Gingko_Trees', 'Dating', 'Pink_Flamingos', 'Getting_Mail']",Waterparks,Getting_Stitches,Alaska
Cameras,Gang_Members,Pushups,"['crazy', 'funny', 'wacky']",Zany,Strawberries,"['Leather', 'Gall_Bladder', 'Paris,_France', 'Strawberries', 'Pushups', 'Gang_Members', 'Cameras']","Paris,_France",Leather,Gall_Bladder
Americans,Power_and_Glory,Bus_Drivers,"['gooey', 'mushy', 'romantic']",Sappy,A_Crown,"['Math', 'Whips', 'Slice_and_Dice', 'A_Crown', 'Bus_Drivers', 'Power_and_Glory', 'Americans']",Slice_and_Dice,Math,Whips
Pillows,The_Marx_Brothers,Candy,"['prehistoric', 'primal', 'uncivilized']",Primitive,Guitars,"['Erasers', 'Pail_and_Shovel', 'Actresses', 'Guitars', 'Candy', 'The_Marx_Brothers', 'Pillows']",Actresses,Erasers,Pail_and_Shovel
Claude_Monet,My_Dad,Glaciers,"['even', 'level', 'flat']",Smooth,Dr._Jekyll_and_Mr._Hyde,"['Flying_Monkeys', 'Rocket_Scientists', 'Anthony_Hopkins', 'Dr._Jekyll_and_Mr._Hyde', 'Glaciers', 'My_Dad', 'Claude_Monet']",Anthony_Hopkins,Flying_Monkeys,Rocket_Scientists
Ice,Guitars,A_Microwave_Oven,"['enchanting', 'miraculous', 'marvelous']",Magical,Babies,"['Handguns', 'Rats', 'Mount_Vesuvius', 'Babies', 'A_Microwave_Oven', 'Guitars', 'Ice']",Mount_Vesuvius,Handguns,Rats
United_States,Armadillo,Snoopy,"['thin', 'lean']",Skinny,Hot_Wheels_Cars,"['Cat_and_Mouse', 'Spelling_Bees', 'A_Pile_Of_Leaves', 'Hot_Wheels_Cars', 'Snoopy', 'Armadillo', 'United_States']",A_Pile_Of_Leaves,Cat_and_Mouse,Spelling_Bees
Hawks_and_Doves,Farms,Ebony_and_Ivory,"['unsophisticated', 'childlike', 'simple']",Naive,Reading_A_Good_Book,"['Yellowstone_Park', 'Volleyball', 'Celine_Dion', 'Reading_A_Good_Book', 'Ebony_and_Ivory', 'Farms', 'Hawks_and_Doves']",Celine_Dion,Yellowstone_Park,Volleyball
